OTUID,Domain,Supergroup,Phylum,Class,Order,Family,Genus,Species,ASV,Domain_confidence,Supergroup_confidence,Phylum_confidence,Class_confidence ,Order_confidence,Family_confidence,Genus_confidence,Species_confidence
1ddda8a7f4103bad244a33788cab338e, Eukaryota, Archaeplastida, Chlorophyta, Pyramimonadophyceae, Pyramimonadales, Pyramimonadales_X, Pyramimonadales_XX, Pyramimonadales_XX_sp.,1ddda8a7f4103bad244a33788cab338e,91.3,91.3,91.3,90,90,79.9,79.9,79.9
1e26c9c17e0b924fa802b68831634ded, unclassified_Root,,,,,,,,1e26c9c17e0b924fa802b68831634ded,38.9,,,,,,,
1e7114182cfb21dd3598e19dc3293bbc, Eukaryota, Rhizaria, Cercozoa, Filosa-Thecofilosea, Cryomonadida, Cryothecomonas-lineage, Cryothecomonas, Cryothecomonas_aestivalis,1e7114182cfb21dd3598e19dc3293bbc,100,100,100,100,100,97,90.4,85.1
1e746114d0b7e6cd5b871d7510534972, Eukaryota:plas, Archaeplastida:plas, unclassified_Archaeplastida:plas,,,,,,1e746114d0b7e6cd5b871d7510534972,69.8,66.6,66.6,,,,,
1ee2b5d8ad83e737cf17432a7c4eda97, Eukaryota:plas, Archaeplastida:plas, Chlorophyta:plas, Mamiellophyceae:plas, Dolichomastigales:plas, Dolichomastigaceae:plas, Dolichomastix:plas, Dolichomastix_tenuilepis:plas,1ee2b5d8ad83e737cf17432a7c4eda97,91,91,91,91,91,91,91,91
1f75c067bdd39b1cbed9136d785e8f3c, Eukaryota:plas, Stramenopiles:plas, Ochrophyta:plas, Bacillariophyta:plas, Bacillariophyta_X:plas, Polar-centric-Mediophyceae:plas, Chaetoceros:plas, unclassified_Chaetoceros:plas,1f75c067bdd39b1cbed9136d785e8f3c,98.8,98.8,98.8,98.8,98.8,80.8,64.9,64.9
1fd9fbdfc5fc51e46aacfbd2f6bf4d71, Eukaryota:plas, Stramenopiles:plas, Ochrophyta:plas, Bacillariophyta:plas, Bacillariophyta_X:plas, Polar-centric-Mediophyceae:plas, unclassified_Polar-centric-Mediophyceae:plas,,1fd9fbdfc5fc51e46aacfbd2f6bf4d71,99.7,99.7,99.7,99.7,99.7,81.4,81.4,
202cc550895355b9a04e4ade16716d6a, Eukaryota, Stramenopiles, Ochrophyta, Bacillariophyta, Bacillariophyta_X, Polar-centric-Mediophyceae, Cyclotella, unclassified_Cyclotella,202cc550895355b9a04e4ade16716d6a,100,100,100,100,100,100,95.3,95.3
20741ceeeaa256b9c9f6ba726bf58205, Eukaryota, Alveolata, Ciliophora, Spirotrichea, unclassified_Spirotrichea,,,,20741ceeeaa256b9c9f6ba726bf58205,95.4,95.4,95.4,95.4,95.4,,,
2132af0c69a9f55705b73b7eadf397dc, Eukaryota:plas, Stramenopiles:plas, Ochrophyta:plas, Bacillariophyta:plas, Bacillariophyta_X:plas, Raphid-pennate:plas, Cylindrotheca:plas, Cylindrotheca_closterium:plas,2132af0c69a9f55705b73b7eadf397dc,100,100,100,100,100,79.4,64.3,64.3
21cb8273f2960d6f660100312f70c90d, Eukaryota:plas, Rhizaria:plas, Cercozoa:plas, Chlorarachniophyceae:plas, Chlorarachnida:plas, Chlorarachnida_X:plas, unclassified_Chlorarachnida_X:plas,,21cb8273f2960d6f660100312f70c90d,78.8,78.8,78.8,78.8,78.8,78.8,78.8,
224a096034b4bacb6768bde59de62dca, Eukaryota:plas, Stramenopiles:plas, Ochrophyta:plas, Dictyochophyceae:plas, Dictyochophyceae_X:plas, Pedinellales:plas, Mesopedinella:plas, Mesopedinella_arctica:plas,224a096034b4bacb6768bde59de62dca,100,100,100,100,100,90,78.7,78.7
22727c49aea7ca1eb4cfb829811c9256, Eukaryota:plas, unclassified_Eukaryota:plas,,,,,,,22727c49aea7ca1eb4cfb829811c9256,60.8,60.8,,,,,,
228c61452254210cf817a5ddfef48f89, Eukaryota, Alveolata, Dinoflagellata, Syndiniales, Dino-Group-II, Dino-Group-II-Clade-47, Dino-Group-II-Clade-47_X, Dino-Group-II-Clade-47_X_sp.,228c61452254210cf817a5ddfef48f89,100,100,100,100,100,97.8,97.8,97.8
22c0dfd12befa56bf63e7cc3c27aa115, Eukaryota:plas, Stramenopiles:plas, Ochrophyta:plas, Chrysophyceae:plas, Chrysophyceae_X:plas, Chrysophyceae_Clade_C:plas, Ochromonas:plas, Ochromonas_sp.:plas,22c0dfd12befa56bf63e7cc3c27aa115,95.3,95.3,95.3,93.2,93.2,87.8,87.8,87.8
22d6924331a92bf00dd3f57a34ae608f, Eukaryota, Alveolata, Dinoflagellata, Dinophyceae, unclassified_Dinophyceae,,,,22d6924331a92bf00dd3f57a34ae608f,100,100,100,100,100,,,
230fe9b9f06cfb26e80419c5bda4d5ae, Eukaryota:plas, Archaeplastida:plas, Chlorophyta:plas, Mamiellophyceae:plas, Mamiellales:plas, Mamiellaceae:plas, Micromonas:plas, unclassified_Micromonas:plas,230fe9b9f06cfb26e80419c5bda4d5ae,95.1,95.1,95.1,95.1,95.1,92.1,79.4,79.4
23152b9aa8081fb6e364731e769d731a, Eukaryota:plas, unclassified_Eukaryota:plas,,,,,,,23152b9aa8081fb6e364731e769d731a,74.5,74.5,,,,,,
23692678fc9524b00d98193806ad752a, Eukaryota, Stramenopiles, Ochrophyta, Bacillariophyta, Bacillariophyta_X, Raphid-pennate, unclassified_Raphid-pennate,,23692678fc9524b00d98193806ad752a,82.4,81.2,80.5,80.5,80.5,77.5,77.5,
239492a9bd08c368a0846fc1fa14540e, Eukaryota:plas, Archaeplastida:plas, Prasinodermophyta:plas, Prasinodermophyceae:plas, Prasinodermales:plas, Prasinodermaceae:plas, Prasinoderma:plas, Prasinoderma_singularis:plas,239492a9bd08c368a0846fc1fa14540e,96.8,96.8,96.8,96.8,96.8,96.8,96.8,81.8
23b1a5d62b4be8e531754f6ffe4ed062, Eukaryota:plas, Archaeplastida:plas, Chlorophyta:plas, Pyramimonadophyceae:plas, Pseudoscourfieldiales:plas, Pycnococcaceae:plas, Pycnococcus:plas, unclassified_Pycnococcus:plas,23b1a5d62b4be8e531754f6ffe4ed062,100,100,100,100,100,100,100,100
23e2362ca5907072d3be377145cd1bcb, Eukaryota:plas, Stramenopiles:plas, Ochrophyta:plas, Bacillariophyta:plas, Bacillariophyta_X:plas, unclassified_Bacillariophyta_X:plas,,,23e2362ca5907072d3be377145cd1bcb,90.4,89.6,89.6,89.6,89.6,89.6,,
2492315a708d8c4de5b827277c354ff4, Eukaryota:plas, Hacrobia:plas, Haptophyta:plas, Prymnesiophyceae:plas, unclassified_Prymnesiophyceae:plas,,,,2492315a708d8c4de5b827277c354ff4,93.5,93.5,93.5,93.5,93.5,,,
24e7bda7e56fa1cd7062a08edec1c8af, Eukaryota, Stramenopiles, Ochrophyta, Pelagophyceae, Pelagomonadales, Pelagomonadales_clade_A, unclassified_Pelagomonadales_clade_A,,24e7bda7e56fa1cd7062a08edec1c8af,98.7,98.7,98.7,98.7,97.7,87.8,87.8,
2533d90c79f13829fa5d0dde39a7931e, Eukaryota:plas, Stramenopiles:plas, Ochrophyta:plas, Bacillariophyta:plas, Bacillariophyta_X:plas, Polar-centric-Mediophyceae:plas, Chaetoceros:plas, unclassified_Chaetoceros:plas,2533d90c79f13829fa5d0dde39a7931e,100,100,100,100,100,90.1,74.2,74.2
25d506e8e4738c399f49096b1c9b7736, Eukaryota:plas, Stramenopiles:plas, Ochrophyta:plas, Bacillariophyta:plas, Bacillariophyta_X:plas, Raphid-pennate:plas, unclassified_Raphid-pennate:plas,,25d506e8e4738c399f49096b1c9b7736,97.9,97.9,97.9,97.9,97.9,71.5,71.5,
260029fb270dd22539ba8bfdd4db2015, Eukaryota:plas, Stramenopiles:plas, Ochrophyta:plas, Dictyochophyceae:plas, Dictyochophyceae_X:plas, Florenciellales:plas, Florenciella:plas, unclassified_Florenciella:plas,260029fb270dd22539ba8bfdd4db2015,99.5,99.5,99.5,99.5,99.5,68.5,68.5,68.5
2625290899b205f7d8a3a6a36a4b4430, Eukaryota:plas, Archaeplastida:plas, Chlorophyta:plas, Pyramimonadophyceae:plas, Pyramimonadales:plas, Pyramimonadaceae:plas, Pyramimonas:plas, Pyramimonas_disomata:plas,2625290899b205f7d8a3a6a36a4b4430,92.8,92.8,92.8,92.8,92.8,88.8,88.8,88.8
2677f785e5cdd2154a4912479e1c635e, Eukaryota:plas, Stramenopiles:plas, Ochrophyta:plas, Pelagophyceae:plas, Sarcinochrysidales:plas, Sarcinochrysidaceae:plas, Sarcinochrysidaceae_X:plas, Sarcinochrysidaceae_X_sp.:plas,2677f785e5cdd2154a4912479e1c635e,85.6,84.7,84.7,84.1,83.3,83.3,82.5,82.5
26c4bf94339bbcabcf2b9e16f24427c7, Eukaryota:plas, Archaeplastida:plas, Chlorophyta:plas, Chloropicophyceae:plas, Chloropicales:plas, Chloropicaceae:plas, Chloropicon:plas, unclassified_Chloropicon:plas,26c4bf94339bbcabcf2b9e16f24427c7,100,100,100,100,100,100,100,100
271d57a3a0dd4eb5457907efe53d8284, Eukaryota:plas, Stramenopiles:plas, Ochrophyta:plas, Pelagophyceae:plas, Sarcinochrysidales:plas, Sarcinochrysidaceae:plas, Sarcinochrysidaceae_X:plas, Sarcinochrysidaceae_X_sp.:plas,271d57a3a0dd4eb5457907efe53d8284,80.8,80.8,80.8,78.8,78.8,78.8,78.8,78.8
273156945a1812568dc858cfe605f633, Eukaryota, Alveolata, Dinoflagellata, Syndiniales, Dino-Group-I, Dino-Group-I-Clade-4, Dino-Group-I-Clade-4_X, Dino-Group-I-Clade-4_X_sp.,273156945a1812568dc858cfe605f633,91.2,91.2,91.2,91.2,91.2,91.2,91.2,91.2
281994265b37774cc72ed4fd0561e394, Eukaryota, unclassified_Eukaryota,,,,,,,281994265b37774cc72ed4fd0561e394,63.9,63.9,,,,,,
283efb099ffd4f07df26e5c04b3a0b3a, Eukaryota, Stramenopiles, Ochrophyta, Bacillariophyta, Bacillariophyta_X, Raphid-pennate, unclassified_Raphid-pennate,,283efb099ffd4f07df26e5c04b3a0b3a,87.3,87.3,87.3,87.3,87.3,79.4,79.4,
287c75f6623fdd336b9b0deeeee41c6a, Eukaryota, Opisthokonta, Metazoa, Cnidaria, Cnidaria_X, Anthozoa, unclassified_Anthozoa,,287c75f6623fdd336b9b0deeeee41c6a,82.7,81.9,81,81,81,79.5,79.5,
28ac5a5eb85765bf79f6679917046492, unclassified_Root,,,,,,,,28ac5a5eb85765bf79f6679917046492,47.4,,,,,,,
28e088fd2f7f9bdd6854e44712e3318a, Eukaryota:plas, Stramenopiles:plas, Ochrophyta:plas, Pelagophyceae:plas, Sarcinochrysidales:plas, Sarcinochrysidaceae:plas, Sarcinochrysidaceae_X:plas, Sarcinochrysidaceae_X_sp.:plas,28e088fd2f7f9bdd6854e44712e3318a,95.1,95.1,95.1,94.2,94.2,94.2,94.2,94.2
290b822668d8d62638818cf065651b4c, Eukaryota:plas, Stramenopiles:plas, Ochrophyta:plas, Chrysophyceae:plas, Chrysophyceae_X:plas, unclassified_Chrysophyceae_X:plas,,,290b822668d8d62638818cf065651b4c,75.4,71.4,71.4,60.9,60.9,60.9,,
2919b9c64504ce85cb95f232d971feed, Eukaryota, Alveolata, Ciliophora, Spirotrichea, Strombidiida, unclassified_Strombidiida,,,2919b9c64504ce85cb95f232d971feed,85,85,85,85,77.4,77.4,,
297678da5cdd4560b181be93e40d8e3e, Eukaryota:plas, Hacrobia:plas, Cryptophyta:plas, Cryptophyceae:plas, Cryptomonadales:plas, Cryptomonadales_X:plas, Teleaulax:plas, unclassified_Teleaulax:plas,297678da5cdd4560b181be93e40d8e3e,96.7,94.9,94.9,94.9,92.5,90.2,66.9,66.9
2a5267d381ec10af2d79802acd9d5328, Eukaryota, Alveolata, Dinoflagellata, Syndiniales, Dino-Group-II, unclassified_Dino-Group-II,,,2a5267d381ec10af2d79802acd9d5328,67.5,64.9,64.4,64.4,64.4,64.4,,
2a633de2576486718e303ca4f8e29742, Eukaryota, Stramenopiles, Ochrophyta, Bacillariophyta, Bacillariophyta_X, Raphid-pennate, Navicula, unclassified_Navicula,2a633de2576486718e303ca4f8e29742,100,100,100,100,100,99.1,83.6,83.6
2a7c982c2af57189ee3b636bc4e72dab, Eukaryota, Stramenopiles, Ochrophyta, Bacillariophyta, Bacillariophyta_X, Polar-centric-Mediophyceae, Skeletonema, unclassified_Skeletonema,2a7c982c2af57189ee3b636bc4e72dab,77.5,76.5,76.5,75.9,75.9,73.4,69.5,69.5
2aae7eb168733bd9c2999334d87c3ec5, Eukaryota:plas, Hacrobia:plas, Haptophyta:plas, Prymnesiophyceae:plas, Coccolithales:plas, Hymenomonadaceae:plas, Hymenomonadaceae_X:plas, Hymenomonadaceae_X_sp.:plas,2aae7eb168733bd9c2999334d87c3ec5,100,100,100,100,98.8,95.7,95.7,95.7
2acdb4cc6b46831f40f308cb081800d7, Eukaryota:plas, Stramenopiles:plas, Ochrophyta:plas, unclassified_Ochrophyta:plas,,,,,2acdb4cc6b46831f40f308cb081800d7,70.4,68.3,68.3,68.3,,,,
2ae3fd3e4836a1626b8cd96d51239f69, unclassified_Root,,,,,,,,2ae3fd3e4836a1626b8cd96d51239f69,55.8,,,,,,,
2b3c3d1f367f316274c94349372be56f, Eukaryota:plas, Archaeplastida:plas, Chlorophyta:plas, Trebouxiophyceae:plas, Chlorellales:plas, Chlorellales_X:plas, unclassified_Chlorellales_X:plas,,2b3c3d1f367f316274c94349372be56f,89.9,89.9,89.9,89.9,89.9,89.9,89.9,
2b794ad1995263183410d99f4897c578, Eukaryota, Opisthokonta, Metazoa, Arthropoda, Crustacea, Maxillopoda, Maxillopoda_X, Maxillopoda_X_sp.,2b794ad1995263183410d99f4897c578,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9
2beb3af1c7ff0d0c26c7a534fb7ba99f, unclassified_Root,,,,,,,,2beb3af1c7ff0d0c26c7a534fb7ba99f,58,,,,,,,
2bedbb100aa2df59ea791dc611047ecc, Eukaryota, Hacrobia, Telonemia, Telonemia_X, Telonemia_XX, Telonemia-Group-1, Telonemia-Group-1_X, Telonemia-Group-1_X_sp.,2bedbb100aa2df59ea791dc611047ecc,86.9,86.9,86.9,86.9,86.9,86.9,86.9,86.9
2bef85d74e92ffb40ccc2db42bbc1dc1, unclassified_Root,,,,,,,,2bef85d74e92ffb40ccc2db42bbc1dc1,58.6,,,,,,,
2c4cfae72bd35a31ff03486b3c78f1e4, Eukaryota, Rhizaria, Radiolaria, Acantharea, unclassified_Acantharea,,,,2c4cfae72bd35a31ff03486b3c78f1e4,66.2,65.1,63.4,63.4,63.4,,,
2caaf9a033d65bb23034c52f26cfc08a, Eukaryota:plas, unclassified_Eukaryota:plas,,,,,,,2caaf9a033d65bb23034c52f26cfc08a,61.6,61.6,,,,,,
2d03cf3d334e3f32d7eb1ed442fbd3bc, Eukaryota:plas, Hacrobia:plas, Haptophyta:plas, Prymnesiophyceae:plas, unclassified_Prymnesiophyceae:plas,,,,2d03cf3d334e3f32d7eb1ed442fbd3bc,80.4,79.4,79.4,79.4,79.4,,,
2df6aaaace1758c41b61825f574f2f4e, Eukaryota, Alveolata, Ciliophora, Ciliophora_X, Ciliophora_XX, Ciliophora_XXX, Mesodinium, Mesodinium_sp.,2df6aaaace1758c41b61825f574f2f4e,100,100,100,100,100,100,100,66
2e1be2c097ba2a038671450530cd918d, Eukaryota:plas, Stramenopiles:plas, Ochrophyta:plas, Bacillariophyta:plas, Bacillariophyta_X:plas, Raphid-pennate:plas, unclassified_Raphid-pennate:plas,,2e1be2c097ba2a038671450530cd918d,98.3,98.3,98.3,98.3,98.3,81.6,81.6,
2eeef974a7749510fe2b37a8e4b056a0, Eukaryota, Stramenopiles, Ochrophyta, Bacillariophyta, Bacillariophyta_X, Polar-centric-Mediophyceae, unclassified_Polar-centric-Mediophyceae,,2eeef974a7749510fe2b37a8e4b056a0,100,100,100,100,100,100,100,
2ef103f9a4973d6c7c409f373a967811, Eukaryota:plas, Archaeplastida:plas, Chlorophyta:plas, Pyramimonadophyceae:plas, Pyramimonadales:plas, unclassified_Pyramimonadales:plas,,,2ef103f9a4973d6c7c409f373a967811,84.5,84.5,82.8,76.7,76.7,76.7,,
2efc02e3dcc1bc0c93da2c1e0781cf83, unclassified_Root,,,,,,,,2efc02e3dcc1bc0c93da2c1e0781cf83,55.5,,,,,,,
2f5c219757ac6ef350ba15c2c366bdeb, Eukaryota, Alveolata, Dinoflagellata, Dinophyceae, Peridiniales, Heterocapsaceae, Heterocapsa, unclassified_Heterocapsa,2f5c219757ac6ef350ba15c2c366bdeb,100,100,100,100,88.8,81.8,81.8,81.8
2f7ff4f905af99bda930ddfc172e61d8, Eukaryota, Alveolata, Ciliophora, Spirotrichea, Strombidiida, unclassified_Strombidiida,,,2f7ff4f905af99bda930ddfc172e61d8,77.3,77.3,77.3,77.3,69.4,69.4,,
2fef69a9baf521fdc9b24730a466d4ff, Eukaryota:plas, Hacrobia:plas, Haptophyta:plas, Prymnesiophyceae:plas, Prymnesiales:plas, Chrysochromulinaceae:plas, Chrysochromulinaceae_X:plas, Chrysochromulinaceae_X_sp.:plas,2fef69a9baf521fdc9b24730a466d4ff,100,100,100,100,94.5,74.7,67.6,67.6
300296cb89902c1721ff71f7cbc316b7, Eukaryota:plas, Archaeplastida:plas, Chlorophyta:plas, Mamiellophyceae:plas, Mamiellales:plas, Mamiellaceae:plas, unclassified_Mamiellaceae:plas,,300296cb89902c1721ff71f7cbc316b7,92.2,92.2,92.2,92.2,92.2,91.2,91.2,
30346abbc7e6c49a65bfda9e13db3a6d, Eukaryota:plas, Stramenopiles:plas, Ochrophyta:plas, Pelagophyceae:plas, Sarcinochrysidales:plas, Sarcinochrysidaceae:plas, Sarcinochrysidaceae_X:plas, Sarcinochrysidaceae_X_sp.:plas,30346abbc7e6c49a65bfda9e13db3a6d,100,100,100,100,100,100,100,100
30802c03ece8a82f1cd016021e77420c, Eukaryota:plas, Stramenopiles:plas, Ochrophyta:plas, Dictyochophyceae:plas, Dictyochophyceae_X:plas, Rhizochromulinales:plas, Rhizochromulina:plas, Rhizochromulina_sp.:plas,30802c03ece8a82f1cd016021e77420c,83.1,82.4,82.4,74.9,74.9,63.1,63.1,63.1
30baa5aa95283e878cb3c44b14482cea, Eukaryota:plas, Stramenopiles:plas, Ochrophyta:plas, Pinguiophyceae:plas, Pinguiochrysidales:plas, Pinguiochrysidaceae:plas, unclassified_Pinguiochrysidaceae:plas,,30baa5aa95283e878cb3c44b14482cea,76,73.6,73.6,68.7,68.7,68.7,68.7,
30c7c7b97b782198a6b243fce25cff95, unclassified_Root,,,,,,,,30c7c7b97b782198a6b243fce25cff95,48.5,,,,,,,
312055dd14c3c7e9b23df027e846d6e4, Eukaryota:plas, Hacrobia:plas, Haptophyta:plas, Prymnesiophyceae:plas, Prymnesiales:plas, unclassified_Prymnesiales:plas,,,312055dd14c3c7e9b23df027e846d6e4,97.5,97.5,97.5,97.5,86.4,86.4,,
3140ae3c194588a4ac498d17da2cd345, Eukaryota:plas, Stramenopiles:plas, Ochrophyta:plas, unclassified_Ochrophyta:plas,,,,,3140ae3c194588a4ac498d17da2cd345,72.8,69.3,69.3,69.3,,,,
3219b2baf0f6e457bc2547906d963325, Eukaryota, Opisthokonta, Metazoa, Cnidaria, Cnidaria_X, Hydrozoa, unclassified_Hydrozoa,,3219b2baf0f6e457bc2547906d963325,77.1,75.8,75.2,74.6,74.6,74.6,74.6,
3222a5149c239e2351957a08bfcda5e0, Eukaryota, Alveolata, Dinoflagellata, Syndiniales, Dino-Group-II, Dino-Group-II-Clade-10-and-11, Dino-Group-II-Clade-10-and-11_X, Dino-Group-II-Clade-10-and-11_X_sp.,3222a5149c239e2351957a08bfcda5e0,100,100,100,100,100,66.4,66.4,66.4
325800b68c1630995835084d3e1de45e, Eukaryota:plas, Stramenopiles:plas, Ochrophyta:plas, Pelagophyceae:plas, Pelagomonadales:plas, Pelagomonadaceae:plas, Pelagomonas:plas, Pelagomonas_sp.:plas,325800b68c1630995835084d3e1de45e,100,100,100,98.6,98.6,98.6,80,62.7
3274ee6980fea3719f47afbf26ced904, Eukaryota, Alveolata, Ciliophora, Spirotrichea, unclassified_Spirotrichea,,,,3274ee6980fea3719f47afbf26ced904,100,100,100,98.9,98.9,,,
32769a9cdf9984d0acd50a3b3cb4b5a1, Eukaryota:plas, Archaeplastida:plas, Chlorophyta:plas, Pyramimonadophyceae:plas, Pyramimonadales:plas, Pyramimonadaceae:plas, Pyramimonas:plas, Pyramimonas_olivacea:plas,32769a9cdf9984d0acd50a3b3cb4b5a1,94,94,94,94,94,81.8,81.8,77.7
329d93907702b7be34b83e40dffeff63, Eukaryota, Stramenopiles, Ochrophyta, Bacillariophyta, Bacillariophyta_X, Raphid-pennate, Pseudo-nitzschia, unclassified_Pseudo-nitzschia,329d93907702b7be34b83e40dffeff63,98.4,98.4,98.4,98.4,98.4,98.4,88.1,88.1
32c8a092ecf04c0d3b95625e650bff9e, Eukaryota:plas, Archaeplastida:plas, Chlorophyta:plas, Chlorodendrophyceae:plas, Chlorodendrales:plas, Chlorodendraceae:plas, Tetraselmis:plas, unclassified_Tetraselmis:plas,32c8a092ecf04c0d3b95625e650bff9e,95.3,95.3,95.3,95.3,95.3,95.3,93.1,93.1
32fcc3c6e2c7f4bf219cb57137b8cfc6, Eukaryota, Alveolata, Dinoflagellata, Dinophyceae, unclassified_Dinophyceae,,,,32fcc3c6e2c7f4bf219cb57137b8cfc6,75.3,72.8,72.8,72.2,72.2,,,
332e466be944b57690b0ce65064e7844, Eukaryota, Alveolata, Dinoflagellata, Syndiniales, unclassified_Syndiniales,,,,332e466be944b57690b0ce65064e7844,92.4,92.4,92.4,92.4,92.4,,,
3334ddadd2f68f4f767c229665a55956, Eukaryota:plas, Hacrobia:plas, Haptophyta:plas, Prymnesiophyceae:plas, Phaeocystales:plas, Phaeocystaceae:plas, Phaeocystis:plas, Phaeocystis_sp.:plas,3334ddadd2f68f4f767c229665a55956,100,100,100,100,94.5,94.5,94.5,92.1
33593c865f82c7e565130bdfb5005aae, Eukaryota, Hacrobia, Telonemia, Telonemia_X, Telonemia_XX, Telonemia-Group-1, Telonemia-Group-1_X, Telonemia-Group-1_X_sp.,33593c865f82c7e565130bdfb5005aae,97.3,97.3,97.3,97.3,97.3,97.3,91.1,91.1
3368d2e981d754ddd9799870c49958aa, Eukaryota:plas, Hacrobia:plas, Haptophyta:plas, Prymnesiophyceae:plas, Prymnesiales:plas, Prymnesiaceae:plas, unclassified_Prymnesiaceae:plas,,3368d2e981d754ddd9799870c49958aa,100,100,100,100,90.9,72.4,72.4,
33aa28d034ac52ecc466936d7ff2a154, Eukaryota, Archaeplastida, Chlorophyta, unclassified_Chlorophyta,,,,,33aa28d034ac52ecc466936d7ff2a154,66,62.9,61,61,,,,
33dde79b36294f2f559baf4187624a43, Eukaryota, Stramenopiles, Ochrophyta, Bacillariophyta, Bacillariophyta_X, Polar-centric-Mediophyceae, Thalassiosira, unclassified_Thalassiosira,33dde79b36294f2f559baf4187624a43,100,100,100,100,100,100,63.1,63.1
33f9f241a34192d2ac453c64fa8446af, Eukaryota, Hacrobia, Telonemia, Telonemia_X, Telonemia_XX, unclassified_Telonemia_XX,,,33f9f241a34192d2ac453c64fa8446af,83.8,83.3,83.3,83.3,83.3,83.3,,
34310a041b9c4623779a2c4685d4cf0a, Eukaryota:plas, Stramenopiles:plas, Ochrophyta:plas, Chrysophyceae:plas, Chrysophyceae_X:plas, unclassified_Chrysophyceae_X:plas,,,34310a041b9c4623779a2c4685d4cf0a,81.9,80.2,80.2,70.9,70.9,70.9,,
3436b9b22a4d41d21360701deeb03e38, Eukaryota, Stramenopiles, Ochrophyta, Bacillariophyta, Bacillariophyta_X, Polar-centric-Mediophyceae, Skeletonema, unclassified_Skeletonema,3436b9b22a4d41d21360701deeb03e38,80,78.9,78.9,77.2,77.2,77.2,72.3,72.3
34701e303e4cd3b732d5c698297b03ca, Eukaryota, Alveolata, Dinoflagellata, Dinophyceae, Peridiniales, Thoracosphaeraceae, unclassified_Thoracosphaeraceae,,34701e303e4cd3b732d5c698297b03ca,100,100,100,100,74.2,67.6,67.6,
347034f05949d0e70a90af73d0233353, Eukaryota:plas, Archaeplastida:plas, Chlorophyta:plas, Ulvophyceae:plas, Oltmansiellopsidales:plas, Oltmansiellopsidales_X:plas, Oltmannsiellopsis:plas, Oltmannsiellopsis_viridis:plas,347034f05949d0e70a90af73d0233353,82.9,82.9,82.9,82.9,82.1,82.1,82.1,82.1
34884a5e666c06acf49242a217fa95af, unclassified_Root,,,,,,,,34884a5e666c06acf49242a217fa95af,54.3,,,,,,,
354808d3670d7708fc9e346e379b9bbe, Eukaryota, Alveolata, Dinoflagellata, Syndiniales, Dino-Group-I, Dino-Group-I-Clade-4, Dino-Group-I-Clade-4_X, Dino-Group-I-Clade-4_X_sp.,354808d3670d7708fc9e346e379b9bbe,100,100,100,100,100,100,100,100
3552edba5363b4e7ec0ba746a051b1c3, unclassified_Root,,,,,,,,3552edba5363b4e7ec0ba746a051b1c3,58.2,,,,,,,
35de336318821aa6b730cb72ae3656d3, Eukaryota, Stramenopiles, Ochrophyta, Pelagophyceae, unclassified_Pelagophyceae,,,,35de336318821aa6b730cb72ae3656d3,79.8,79.8,78.9,78.9,78.9,,,
363261200f9dd5883aa2a2dc50ccc939, Eukaryota:plas, Hacrobia:plas, Haptophyta:plas, Prymnesiophyceae:plas, unclassified_Prymnesiophyceae:plas,,,,363261200f9dd5883aa2a2dc50ccc939,81.8,81.1,81.1,80.4,80.4,,,
3646e0cb899d183ff12c10718c7b04f8, Eukaryota, Alveolata, Dinoflagellata, Dinophyceae, Gymnodiniales, Gymnodiniaceae, unclassified_Gymnodiniaceae,,3646e0cb899d183ff12c10718c7b04f8,98.2,98.2,98.2,98.2,81.6,61.9,61.9,
36837ef9b239a7890a6af9c74066f9b5, Eukaryota:plas, Stramenopiles:plas, Ochrophyta:plas, Bacillariophyta:plas, Bacillariophyta_X:plas, Araphid-pennate:plas, unclassified_Araphid-pennate:plas,,36837ef9b239a7890a6af9c74066f9b5,90.2,90.2,90.2,89.1,89.1,63.3,63.3,
36843b4878e6003804119e4f4bc699ca, Eukaryota:plas, Hacrobia:plas, Haptophyta:plas, Prymnesiophyceae:plas, Coccolithales:plas, Hymenomonadaceae:plas, Hymenomonadaceae_X:plas, Hymenomonadaceae_X_sp.:plas,36843b4878e6003804119e4f4bc699ca,100,100,100,100,84.2,83,83,83
36ffa7f9ac925049b46a57c01bd02ede, Eukaryota, Archaeplastida, Chlorophyta, Trebouxiophyceae, Chlorellales, Chlorellales_X, unclassified_Chlorellales_X,,36ffa7f9ac925049b46a57c01bd02ede,100,100,100,97.6,97.6,97.6,97.6,
3737e1f786e4e8ecbbbfcd36dd3f4209, Eukaryota, Opisthokonta, Metazoa, Arthropoda, Crustacea, Maxillopoda, Oithona, Oithona_sp.,3737e1f786e4e8ecbbbfcd36dd3f4209,93.8,93.8,93.8,93.8,93.8,93.8,93.8,93.8
37482ab6169f605efb6e6033a463bd5e, Eukaryota, Stramenopiles, Pseudofungi, MAST-1, MAST-1C, MAST-1C_X, MAST-1C_XX, MAST-1C_XX_sp.,37482ab6169f605efb6e6033a463bd5e,100,100,99.2,99.2,99.2,99.2,99.2,99.2
3760e1dc12a00916fe6bc43b8e9e9a56, Eukaryota:plas, Archaeplastida:plas, Prasinodermophyta:plas, Palmophyllophyceae:plas, Prasinococcales:plas, Prasinococcaceae:plas, Prasinococcus:plas, unclassified_Prasinococcus:plas,3760e1dc12a00916fe6bc43b8e9e9a56,100,100,100,100,100,100,100,100
