datetime,Air Temperature (degF),Water Temperature (degF),Mean Wind Speed (knots),Max Wind Speed (knots),From Direction (deg),From Direction Standard Deviation (deg),Total Rainfall (in),PAR Flux Density (umol/m<sup>2</sup>&middot;s),Shortwave Radiation (W/m<sup>2</sup>),Ultraviolet Radiation (W/m<sup>2</sup>),Sampling.Order2,Date,time
10/7/18 13:00,80.1,82,10.08,13.5,62.71,8.92,0,NaN,NaN,NaN,AM,10/7/18,13:00:00
10/7/18 14:00,80.5,82.1,11.08,16.23,56.83,10.05,0,NaN,NaN,NaN,AM,10/7/18,14:00:00
10/7/18 15:00,80.7,82.3,11.79,15.2,53.66,8.63,0,NaN,NaN,NaN,AM,10/7/18,15:00:00
10/7/18 16:00,80.8,82.4,11.46,15.1,66.57,8.45,0,NaN,NaN,NaN,AM,10/7/18,16:00:00
10/7/18 17:00,80.7,82.4,11.87,14.7,65.77,7.35,0,NaN,NaN,NaN,AM,10/7/18,17:00:00
10/7/18 18:00,80.7,82.5,9.83,12.56,60.46,8.68,0,NaN,NaN,NaN,AM,10/7/18,18:00:00
10/7/18 19:00,80.7,82.4,10.64,14.08,54.82,8.87,0,NaN,NaN,NaN,AM,10/7/18,19:00:00
10/7/18 20:00,79.78,82.2,10.55,20.59,51.53,9.38,0.05,NaN,NaN,NaN,AM,10/7/18,20:00:00
10/7/18 21:00,79.37,82.1,10.56,15.74,78.93,9.1,0,NaN,NaN,NaN,AM,10/7/18,21:00:00
10/7/18 22:00,79.84,82,11.33,17.47,82.6,7.79,0,NaN,NaN,NaN,AM,10/7/18,22:00:00
10/7/18 23:00,79.79,81.9,10.18,14.23,57.04,9.66,0,NaN,NaN,NaN,AM,10/7/18,23:00:00
10/8/18 0:00,79.81,81.9,12.28,17.39,61.75,10.06,0,NaN,NaN,NaN,AM,10/8/18,0:00:00
10/8/18 1:00,79.89,81.8,12.37,16.46,62.88,7.95,0,NaN,NaN,NaN,AM,10/8/18,1:00:00
10/8/18 2:00,80.3,81.9,9.52,15.1,61.22,7.32,0,NaN,NaN,NaN,AM,10/8/18,2:00:00
10/8/18 3:00,80.1,81.9,9.13,12.44,56.46,6.9,0,NaN,NaN,NaN,AM,10/8/18,3:00:00
10/8/18 4:00,80.1,81.9,9.35,12.06,62.84,7.79,0,NaN,NaN,NaN,AM,10/8/18,4:00:00
10/8/18 5:00,79.84,81.8,7.26,9.81,60.48,7.94,0,NaN,NaN,NaN,AM,10/8/18,5:00:00
10/8/18 6:00,79.71,81.7,7.02,9.7,53.29,11.5,0,NaN,NaN,NaN,AM,10/8/18,6:00:00
10/8/18 7:00,79.74,81.3,6.41,9.35,50.44,9,0,NaN,NaN,NaN,AM,10/8/18,7:00:00
10/8/18 8:00,80.2,81.2,7.93,10.5,59.85,8,0,NaN,NaN,NaN,AM,10/8/18,8:00:00
10/8/18 9:00,80.3,81.5,7.83,10.85,53.46,10.92,0,NaN,NaN,NaN,AM,10/8/18,9:00:00
10/8/18 10:00,80.3,81.6,9.57,12.64,30.87,9.75,0,NaN,NaN,NaN,AM,10/8/18,10:00:00
10/8/18 11:00,80.9,81.9,7.01,10.93,69.28,9.81,0,NaN,NaN,NaN,AM,10/8/18,11:00:00
10/8/18 12:00,80.6,81.9,7.01,10.11,46.13,15.2,0,NaN,NaN,NaN,AM,10/8/18,12:00:00
10/8/18 13:00,80,82,8.56,13.31,21.15,11.54,0.01,NaN,NaN,NaN,AM,10/8/18,13:00:00
10/8/18 14:00,80.1,82.1,9.67,12.77,24.59,7.94,0,NaN,NaN,NaN,AM,10/8/18,14:00:00
10/8/18 15:00,80.1,82.1,9.4,12.44,26.83,9.43,0,NaN,NaN,NaN,AM,10/8/18,15:00:00
10/8/18 16:00,80,82.2,10.31,13.68,30.6,7.13,0,NaN,NaN,NaN,AM,10/8/18,16:00:00
10/8/18 17:00,80,82.2,9.96,12.83,31.52,8.67,0,NaN,NaN,NaN,AM,10/8/18,17:00:00
10/8/18 18:00,80.1,82.3,9.65,14.49,33.87,7.34,0,NaN,NaN,NaN,AM,10/8/18,18:00:00
10/8/18 19:00,79.51,82.4,9.37,12.51,38.23,8.39,0,NaN,NaN,NaN,AM,10/8/18,19:00:00
10/8/18 20:00,79.62,82.4,7.37,10.21,41.74,8.72,0,NaN,NaN,NaN,AM,10/8/18,20:00:00
10/8/18 21:00,79.39,82.1,8.46,11.51,35.98,8.77,0,NaN,NaN,NaN,AM,10/8/18,21:00:00
10/8/18 22:00,77.82,81.8,7,13.92,38.3,15.04,0.01,NaN,NaN,NaN,AM,10/8/18,22:00:00
10/8/18 23:00,78.24,81.5,9.61,14.21,36.17,12.59,0.01,NaN,NaN,NaN,AM,10/8/18,23:00:00
10/9/18 0:00,78.09,80.9,5.63,11.7,46.13,31.05,0,NaN,NaN,NaN,AM,10/9/18,0:00:00
10/9/18 1:00,79.14,81.4,9.39,13.62,56.65,8.99,0,NaN,NaN,NaN,AM,10/9/18,1:00:00
10/9/18 2:00,79.19,81.5,11.64,14.46,64.42,7.37,0,NaN,NaN,NaN,AM,10/9/18,2:00:00
10/9/18 3:00,77.46,81.6,11.59,18.89,70.54,10.61,0,NaN,NaN,NaN,AM,10/9/18,3:00:00
10/9/18 4:00,77.58,81.5,9.93,16.23,32.57,10.8,0.01,NaN,NaN,NaN,AM,10/9/18,4:00:00
10/9/18 5:00,79.19,81.1,10.91,15.5,38.39,7.73,0,NaN,NaN,NaN,AM,10/9/18,5:00:00
10/9/18 6:00,79.08,80.4,12.26,16.3,38.94,7.5,0,NaN,NaN,NaN,AM,10/9/18,6:00:00
10/9/18 7:00,79.06,80.2,10.31,14.38,39.77,7.92,0,NaN,NaN,NaN,AM,10/9/18,7:00:00
10/9/18 8:00,79.22,79.9,9.36,12.88,33.8,7.82,0,NaN,NaN,NaN,AM,10/9/18,8:00:00
10/9/18 9:00,79.57,80.1,10.03,14.36,41.72,9.33,0,NaN,NaN,NaN,AM,10/9/18,9:00:00
10/9/18 10:00,80.2,81,9.58,12.69,61.92,9.22,0,NaN,NaN,NaN,AM,10/9/18,10:00:00
10/9/18 11:00,80.1,81.8,8.54,12.44,53.99,11.78,0,NaN,NaN,NaN,AM,10/9/18,11:00:00
10/9/18 12:00,79.72,82.1,11.15,14.23,32.63,9.63,0,NaN,NaN,NaN,AM,10/9/18,12:00:00
10/9/18 13:00,79.82,82.4,11.42,15.05,41,9.91,0,NaN,NaN,NaN,AM,10/9/18,13:00:00
10/9/18 14:00,79.75,82.5,11.38,15.96,30.1,9.6,0,NaN,NaN,NaN,AM,10/9/18,14:00:00
10/9/18 15:00,79.87,82.4,11.52,15.35,29.03,9.25,0,NaN,NaN,NaN,AM,10/9/18,15:00:00
10/9/18 16:00,79.84,82.5,10.7,13.89,26.44,9.66,0,NaN,NaN,NaN,AM,10/9/18,16:00:00
10/9/18 17:00,79.73,82.5,8.38,12.67,10.87,15.94,0,NaN,NaN,NaN,AM,10/9/18,17:00:00
10/9/18 18:00,79.76,82.6,9.39,14.86,43.99,9.47,0,NaN,NaN,NaN,AM,10/9/18,18:00:00
10/9/18 19:00,79.51,82.7,10.66,14.61,37.45,7.35,0,NaN,NaN,NaN,AM,10/9/18,19:00:00
10/9/18 20:00,79.31,82.3,11.7,15.95,38.75,7.11,0,NaN,NaN,NaN,AM,10/9/18,20:00:00
10/9/18 21:00,79.04,81.9,12.59,17.53,40.21,7.42,0,NaN,NaN,NaN,AM,10/9/18,21:00:00
10/9/18 22:00,78.32,81.9,12.23,16.4,37.12,7.53,0,NaN,NaN,NaN,AM,10/9/18,22:00:00
10/9/18 23:00,78.36,81.8,10.66,16.7,44.88,8.32,0,NaN,NaN,NaN,AM,10/9/18,23:00:00
10/10/18 0:00,78.33,81.4,10.91,15.31,44.49,9.64,0,NaN,NaN,NaN,AM,10/10/18,0:00:00
10/10/18 1:00,77.56,81.3,10.64,15.01,49.87,8.93,0,NaN,NaN,NaN,AM,10/10/18,1:00:00
10/10/18 2:00,77.44,81.4,8.36,12.42,42.57,9.59,0,NaN,NaN,NaN,AM,10/10/18,2:00:00
10/10/18 3:00,77.14,81.6,7.79,14.91,30.96,11.75,0,NaN,NaN,NaN,AM,10/10/18,3:00:00
10/10/18 4:00,76.72,81.1,10.39,16.28,48.69,8.7,0,NaN,NaN,NaN,AM,10/10/18,4:00:00
10/10/18 5:00,76.97,81.1,7.44,11.52,52.32,11.6,0,NaN,NaN,NaN,AM,10/10/18,5:00:00
10/10/18 6:00,77.4,81.2,8.12,12.91,45.48,9.15,0,NaN,NaN,NaN,AM,10/10/18,6:00:00
10/10/18 7:00,77.16,81.1,8.39,13.55,36.97,8.9,0,NaN,NaN,NaN,AM,10/10/18,7:00:00
10/10/18 8:00,76.78,80.5,9.59,16.35,31.87,8.05,0,NaN,NaN,NaN,AM,10/10/18,8:00:00
10/10/18 9:00,76.3,80.4,6.36,13.31,33.77,24.13,0,NaN,NaN,NaN,AM,10/10/18,9:00:00
10/10/18 10:00,79.17,80.7,5.36,11.71,70.27,48.45,0,NaN,NaN,NaN,AM,10/10/18,10:00:00
10/10/18 11:00,78.42,81.5,8.95,17.28,58.88,11.14,0.01,NaN,NaN,NaN,AM,10/10/18,11:00:00
10/10/18 12:00,79.07,81.7,8.03,10.9,50.32,10.47,0,NaN,NaN,NaN,AM,10/10/18,12:00:00
10/10/18 13:00,78.26,81.9,8.49,14.46,11.27,30.57,0,NaN,NaN,NaN,AM,10/10/18,13:00:00
10/10/18 14:00,79.4,82.1,7.57,12.97,66.24,14,0,NaN,NaN,NaN,AM,10/10/18,14:00:00
10/10/18 15:00,79.5,82.1,6.72,11.52,24.59,21.41,0,NaN,NaN,NaN,AM,10/10/18,15:00:00
10/10/18 16:00,79.39,82.1,8.26,11.04,27.41,8.5,0,NaN,NaN,NaN,AM,10/10/18,16:00:00
10/10/18 17:00,79.41,82.2,7.96,11.92,18.89,10.16,0,NaN,NaN,NaN,AM,10/10/18,17:00:00
10/10/18 18:00,78.11,82.2,7.93,16.63,28.81,31.9,0.05,NaN,NaN,NaN,AM,10/10/18,18:00:00
10/10/18 19:00,75.65,82.2,8.72,14.97,4.32,15.2,0.1,NaN,NaN,NaN,AM,10/10/18,19:00:00
10/10/18 20:00,75.93,82.1,4.24,9.46,150.4,31.53,0.01,NaN,NaN,NaN,AM,10/10/18,20:00:00
10/10/18 21:00,74.84,82,2.92,5.11,193,14.68,0,NaN,NaN,NaN,AM,10/10/18,21:00:00
10/10/18 22:00,74.05,81.9,2.89,7.48,304.5,62.33,0.03,NaN,NaN,NaN,AM,10/10/18,22:00:00
10/10/18 23:00,72.54,81.8,2.25,5.56,244.9,37.06,0.14,NaN,NaN,NaN,AM,10/10/18,23:00:00
11/2/18 0:00,78.75,81,4.08,6.88,43.42,19.92,0,NaN,NaN,NaN,AN,11/2/18,0:00:00
11/2/18 1:00,78.91,81,5.72,8.34,47.76,9.87,0,NaN,NaN,NaN,AN,11/2/18,1:00:00
11/2/18 2:00,78.99,79.64,6.04,10.25,39.92,8.48,0,NaN,NaN,NaN,AN,11/2/18,2:00:00
11/2/18 3:00,78.34,79.4,8.13,15.83,36.03,9.44,0,NaN,NaN,NaN,AN,11/2/18,3:00:00
11/2/18 4:00,76.4,79.25,2.31,11.89,339.5,34.31,0,NaN,NaN,NaN,AN,11/2/18,4:00:00
11/2/18 5:00,76.65,79.21,7.11,13.07,47.54,12.61,0.01,NaN,NaN,NaN,AN,11/2/18,5:00:00
11/2/18 6:00,76.39,79.24,8.19,15.96,23.27,10.64,0,NaN,NaN,NaN,AN,11/2/18,6:00:00
11/2/18 7:00,76.18,79.24,6.78,12.56,350.5,11.58,0,NaN,NaN,NaN,AN,11/2/18,7:00:00
11/2/18 8:00,75.9,80.3,2.96,7.93,308.1,20.99,0,NaN,NaN,NaN,AN,11/2/18,8:00:00
11/2/18 9:00,78.95,80.4,6.61,9.81,38.08,15.72,0,NaN,NaN,NaN,AN,11/2/18,9:00:00
11/2/18 10:00,79.28,80.5,8.52,12.8,28.22,9.35,0.01,NaN,NaN,NaN,AN,11/2/18,10:00:00
11/2/18 11:00,79.27,80.5,10.45,15.37,62.18,8.98,0,NaN,NaN,NaN,AN,11/2/18,11:00:00
11/2/18 12:00,79.78,80.5,6.97,11.18,60.09,12.73,0,NaN,NaN,NaN,AN,11/2/18,12:00:00
11/2/18 13:00,79.79,80.7,8.11,12.86,49.18,11.87,0,NaN,NaN,NaN,AN,11/2/18,13:00:00
11/2/18 14:00,79.27,81,8.32,11.92,25.19,9.27,0,NaN,NaN,NaN,AN,11/2/18,14:00:00
11/2/18 15:00,79.46,81.1,7.39,11.24,10.2,12.58,0,NaN,NaN,NaN,AN,11/2/18,15:00:00
11/2/18 16:00,79.53,81.3,7.17,10.32,12.63,12.51,0,NaN,NaN,NaN,AN,11/2/18,16:00:00
11/2/18 17:00,79.52,81.6,8.9,12.06,17.97,10.49,0,NaN,NaN,NaN,AN,11/2/18,17:00:00
11/2/18 18:00,77.74,81.7,9.85,18.67,8.38,14.83,0.03,NaN,NaN,NaN,AN,11/2/18,18:00:00
11/2/18 19:00,78.76,81.5,7.17,10.88,32.22,19.05,0,NaN,NaN,NaN,AN,11/2/18,19:00:00
11/2/18 20:00,78.95,81.3,7.53,11.9,32.13,7.86,0,NaN,NaN,NaN,AN,11/2/18,20:00:00
11/2/18 21:00,78.93,81.2,8.39,13.37,29.41,9.18,0,NaN,NaN,NaN,AN,11/2/18,21:00:00
11/2/18 22:00,79.05,81.1,10.01,14.04,26.8,7.34,0,NaN,NaN,NaN,AN,11/2/18,22:00:00
11/2/18 23:00,78.44,80.9,9.51,16.95,34.62,10.64,0,NaN,NaN,NaN,AN,11/2/18,23:00:00
11/3/18 0:00,78.71,80.9,11.77,18.71,44.01,10.18,0.06,NaN,NaN,NaN,AN,11/3/18,0:00:00
11/3/18 1:00,77.77,80.8,13.26,22.98,52.94,8.9,0.04,NaN,NaN,NaN,AN,11/3/18,1:00:00
11/3/18 2:00,78.14,80.5,8.86,11.9,64.07,10.48,0,NaN,NaN,NaN,AN,11/3/18,2:00:00
11/3/18 3:00,78.41,80.5,8.39,12.34,58.53,12.28,0,NaN,NaN,NaN,AN,11/3/18,3:00:00
11/3/18 4:00,78.63,80.5,9.76,14.88,53.57,8.98,0,NaN,NaN,NaN,AN,11/3/18,4:00:00
11/3/18 5:00,78.56,79.78,9.65,13.71,47.1,9.57,0,NaN,NaN,NaN,AN,11/3/18,5:00:00
11/3/18 6:00,78.61,79.26,10.87,15.87,53.8,8.27,0,NaN,NaN,NaN,AN,11/3/18,6:00:00
11/3/18 7:00,78.64,79.52,11.9,17.72,56.12,10.25,0,NaN,NaN,NaN,AN,11/3/18,7:00:00
11/3/18 8:00,78.79,79.73,12.81,16.97,72.2,8.1,0,NaN,NaN,NaN,AN,11/3/18,8:00:00
11/3/18 9:00,79.03,79.75,13.88,17.47,64.4,6.73,0,NaN,NaN,NaN,AN,11/3/18,9:00:00
11/3/18 10:00,79.4,79.83,15.04,19.41,65.11,8.43,0,NaN,NaN,NaN,AN,11/3/18,10:00:00
11/3/18 11:00,79.72,79.96,15.82,21.46,60.13,9.31,0,NaN,NaN,NaN,AN,11/3/18,11:00:00
11/3/18 12:00,79.81,80.1,14.73,20.36,56.51,8.92,0,NaN,NaN,NaN,AN,11/3/18,12:00:00
11/3/18 13:00,79.74,80.5,12.47,18.14,54.48,10.07,0,NaN,NaN,NaN,AN,11/3/18,13:00:00
11/3/18 14:00,79.57,80.7,12.25,15.66,58.11,10.42,0,NaN,NaN,NaN,AN,11/3/18,14:00:00
11/3/18 15:00,79.38,80.8,11.88,18.76,50.2,12.21,0,NaN,NaN,NaN,AN,11/3/18,15:00:00
11/3/18 16:00,79.18,81,12.36,17.77,49.37,11.67,0,NaN,NaN,NaN,AN,11/3/18,16:00:00
11/3/18 17:00,78.82,81,11.44,16,33,8.4,0,NaN,NaN,NaN,AN,11/3/18,17:00:00
11/3/18 18:00,79.12,80.9,12.11,16.14,34.99,7.93,0,NaN,NaN,NaN,AN,11/3/18,18:00:00
11/3/18 19:00,78.61,80.9,11.37,20.71,41.93,19.05,0.04,NaN,NaN,NaN,AN,11/3/18,19:00:00
11/3/18 20:00,78.7,80.9,10.94,18.68,40.76,8.93,0,NaN,NaN,NaN,AN,11/3/18,20:00:00
11/3/18 21:00,78.84,80.8,11.51,17.88,41.69,9.55,0,NaN,NaN,NaN,AN,11/3/18,21:00:00
11/3/18 22:00,78.75,80.8,9.61,14.44,46.15,9.2,0,NaN,NaN,NaN,AN,11/3/18,22:00:00
11/3/18 23:00,79.17,80.7,11.2,16.09,59.66,8.56,0,NaN,NaN,NaN,AN,11/3/18,23:00:00
11/4/18 0:00,79.31,80.4,11.49,15.47,64.85,8.02,0,NaN,NaN,NaN,AN,11/4/18,0:00:00
11/4/18 1:00,79.24,80.4,11.02,15.1,63.71,13.18,0,NaN,NaN,NaN,AN,11/4/18,1:00:00
11/4/18 2:00,79.43,80.4,10.51,14.84,71.17,7.37,0,NaN,NaN,NaN,AN,11/4/18,2:00:00
11/4/18 3:00,79.41,80.1,12.29,15.93,63.9,7.54,0,NaN,NaN,NaN,AN,11/4/18,3:00:00
11/4/18 4:00,79.24,79.84,10.9,14.3,59.71,8.58,0,NaN,NaN,NaN,AN,11/4/18,4:00:00
11/4/18 5:00,79.18,79.93,11.33,16.76,75,7.16,0,NaN,NaN,NaN,AN,11/4/18,5:00:00
11/4/18 6:00,78.99,79.9,11.35,16.67,78.97,10.12,0,NaN,NaN,NaN,AN,11/4/18,6:00:00
11/4/18 7:00,78.42,79.69,10.94,15.88,70.56,7.68,0,NaN,NaN,NaN,AN,11/4/18,7:00:00
11/4/18 8:00,78.4,79.87,8.97,27.69,71.41,10.98,0.01,NaN,NaN,NaN,AN,11/4/18,8:00:00
11/4/18 9:00,79.13,79.89,9.51,13.71,78.49,8.69,0,NaN,NaN,NaN,AN,11/4/18,9:00:00
11/4/18 10:00,79.39,80.2,10.08,16.65,64,9.01,0,NaN,NaN,NaN,AN,11/4/18,10:00:00
11/4/18 11:00,78.26,80.2,7.59,20.97,76.21,17.43,0.01,NaN,NaN,NaN,AN,11/4/18,11:00:00
11/4/18 12:00,79.56,80.4,14.37,19.73,62.06,8.66,0,NaN,NaN,NaN,AN,11/4/18,12:00:00
11/4/18 13:00,79.69,80.6,13.63,19.01,66.04,8.5,0,NaN,NaN,NaN,AN,11/4/18,13:00:00
11/4/18 14:00,79,80.8,12.06,17.98,60.17,8.91,0,NaN,NaN,NaN,AN,11/4/18,14:00:00
11/4/18 15:00,78.86,80.9,11.65,17.47,55.48,12.24,0,NaN,NaN,NaN,AN,11/4/18,15:00:00
11/4/18 16:00,79.17,81,11.86,16.95,57.26,10.73,0,NaN,NaN,NaN,AN,11/4/18,16:00:00
11/4/18 17:00,79.28,81,11.63,16.09,51.82,8.76,0,NaN,NaN,NaN,AN,11/4/18,17:00:00
11/4/18 18:00,79.3,81,10.63,15.96,50.6,10.65,0,NaN,NaN,NaN,AN,11/4/18,18:00:00
11/4/18 19:00,79.43,80.9,11.49,15.26,63.19,7.99,0,NaN,NaN,NaN,AN,11/4/18,19:00:00
11/4/18 20:00,79.64,80.7,11.3,15.66,65.46,7.18,0,NaN,NaN,NaN,AN,11/4/18,20:00:00
11/4/18 21:00,79.51,80.6,11.44,16.19,60.68,7.83,0,NaN,NaN,NaN,AN,11/4/18,21:00:00
11/4/18 22:00,79.48,80.4,10.46,14.56,62.15,7.48,0,NaN,NaN,NaN,AN,11/4/18,22:00:00
11/4/18 23:00,79.4,80.2,10.33,14.91,58.2,7.4,0,NaN,NaN,NaN,AN,11/4/18,23:00:00
11/5/18 0:00,79.3,80.2,10.23,13.62,53.24,8.68,0,NaN,NaN,NaN,AN,11/5/18,0:00:00
11/5/18 1:00,79.17,80.2,8.73,11.79,54.34,9.71,0,NaN,NaN,NaN,AN,11/5/18,1:00:00
11/5/18 2:00,78.99,80,8.43,12.19,50.6,8.66,0,NaN,NaN,NaN,AN,11/5/18,2:00:00
11/5/18 3:00,78.83,79.8,7.8,10.91,53.36,8.31,0,NaN,NaN,NaN,AN,11/5/18,3:00:00
11/5/18 4:00,78.77,79.92,8.58,12.19,49.7,9.03,0,NaN,NaN,NaN,AN,11/5/18,4:00:00
11/5/18 5:00,77.61,79.85,7.8,16.19,41.99,9.74,0,NaN,NaN,NaN,AN,11/5/18,5:00:00
11/5/18 6:00,78.02,79.31,6.63,9.35,37.82,9.55,0,NaN,NaN,NaN,AN,11/5/18,6:00:00
11/5/18 7:00,78.35,78.4,8.46,12.29,34.31,6.55,0,NaN,NaN,NaN,AN,11/5/18,7:00:00
11/5/18 8:00,78.41,78.13,8.49,11.94,31.86,7.12,0,NaN,NaN,NaN,AN,11/5/18,8:00:00
11/5/18 9:00,78.64,78.31,9.03,11.9,31.1,8.9,0,NaN,NaN,NaN,AN,11/5/18,9:00:00
11/5/18 10:00,78.2,78.73,10.5,17.32,25.49,8.46,0,NaN,NaN,NaN,AN,11/5/18,10:00:00
11/5/18 11:00,78.24,79.15,9.4,17.1,22.08,13.21,0,NaN,NaN,NaN,AN,11/5/18,11:00:00
11/5/18 12:00,78.91,79.61,9.84,14.8,44.28,9.47,0,NaN,NaN,NaN,AN,11/5/18,12:00:00
11/5/18 13:00,78.76,79.94,9.33,24.1,53,14.5,0.02,NaN,NaN,NaN,AN,11/5/18,13:00:00
11/5/18 14:00,78.9,80.2,10.93,15.16,31.63,11.44,0,NaN,NaN,NaN,AN,11/5/18,14:00:00
11/5/18 15:00,79.25,80.3,12.24,16.55,33.98,8.61,0,NaN,NaN,NaN,AN,11/5/18,15:00:00
11/5/18 16:00,79.24,80.3,11.88,16.02,31.13,8.31,0,NaN,NaN,NaN,AN,11/5/18,16:00:00
11/5/18 17:00,78.83,80.4,12.7,19.39,32.47,8.12,0,NaN,NaN,NaN,AN,11/5/18,17:00:00
11/5/18 18:00,78.03,80.5,11.86,15.2,34.88,8.13,0,NaN,NaN,NaN,AN,11/5/18,18:00:00
11/5/18 19:00,78.72,80.3,12.01,16.14,38.2,7.71,0,NaN,NaN,NaN,AN,11/5/18,19:00:00
11/5/18 20:00,75.72,79.99,12.28,23.05,56.42,13.18,0.04,NaN,NaN,NaN,AN,11/5/18,20:00:00
11/5/18 21:00,75.17,79.99,8.37,16.27,60.76,14.29,0.22,NaN,NaN,NaN,AN,11/5/18,21:00:00
11/5/18 22:00,76.4,79.93,11.65,17.83,53.88,12.54,0.01,NaN,NaN,NaN,AN,11/5/18,22:00:00
11/6/18 0:00,78.16,79.97,9.48,15.77,48.18,19.99,0,NaN,NaN,NaN,AN,11/6/18,0:00:00
11/6/18 1:00,78.45,79.26,9.32,13.7,37.56,8.12,0,NaN,NaN,NaN,AN,11/6/18,1:00:00
11/6/18 2:00,78.2,78.76,9.3,12.06,33.35,6.67,0,NaN,NaN,NaN,AN,11/6/18,2:00:00
11/6/18 3:00,77.74,78.19,9.32,13.68,31.74,7.91,0,NaN,NaN,NaN,AN,11/6/18,3:00:00
11/6/18 4:00,77.93,77.94,9.07,12.67,35.35,8.27,0,NaN,NaN,NaN,AN,11/6/18,4:00:00
11/6/18 5:00,77.82,78.13,10.38,13.85,22.8,8.68,0,NaN,NaN,NaN,AN,11/6/18,5:00:00
11/6/18 6:00,78,78.22,10.85,17.34,32.35,7.84,0,NaN,NaN,NaN,AN,11/6/18,6:00:00
11/6/18 7:00,78.19,78.17,11.07,15.07,36.34,7.04,0,NaN,NaN,NaN,AN,11/6/18,7:00:00
11/6/18 8:00,78.52,78.17,11.01,16.3,38.34,8.33,0,NaN,NaN,NaN,AN,11/6/18,8:00:00
11/6/18 9:00,78.34,78.16,10.48,14.82,42.42,10.27,0,NaN,NaN,NaN,AN,11/6/18,9:00:00
11/6/18 10:00,78.98,78.3,8.39,12.27,48.51,10.74,0,NaN,NaN,NaN,AN,11/6/18,10:00:00
11/6/18 11:00,79.46,78.77,8.62,13.58,55.04,11.92,0,NaN,NaN,NaN,AN,11/6/18,11:00:00
11/6/18 12:00,79.35,79.67,9.8,14.59,55.58,14.45,0,NaN,NaN,NaN,AN,11/6/18,12:00:00
11/6/18 13:00,78.41,80.4,11.31,17.6,12.94,9.31,0,NaN,NaN,NaN,AN,11/6/18,13:00:00
11/6/18 14:00,78.27,80.8,10.08,16.14,14.53,10.08,0.02,NaN,NaN,NaN,AN,11/6/18,14:00:00
11/6/18 15:00,78.95,80.8,9.88,13.2,26.36,8.79,0,NaN,NaN,NaN,AN,11/6/18,15:00:00
11/6/18 16:00,79.05,80.6,9.58,13.12,27.45,11.7,0,NaN,NaN,NaN,AN,11/6/18,16:00:00
11/6/18 17:00,78.96,80.6,9.78,12.8,31.24,8.81,0,NaN,NaN,NaN,AN,11/6/18,17:00:00
11/6/18 18:00,78.77,80.5,8.76,12.77,37.62,9.46,0,NaN,NaN,NaN,AN,11/6/18,18:00:00
11/6/18 19:00,78.66,80.2,6.92,10.76,41.39,11.92,0,NaN,NaN,NaN,AN,11/6/18,19:00:00
11/6/18 20:00,78.51,79.91,7.99,12.82,33.87,7.44,0,NaN,NaN,NaN,AN,11/6/18,20:00:00
11/6/18 21:00,78.23,79.72,8.96,17.37,35.46,9.46,0.01,NaN,NaN,NaN,AN,11/6/18,21:00:00
11/6/18 22:00,74.56,79.74,1.83,13.55,243.2,44.83,0.08,NaN,NaN,NaN,AN,11/6/18,22:00:00
11/6/18 23:00,78.22,79.86,7.1,11.44,54.56,11.13,0,NaN,NaN,NaN,AN,11/6/18,23:00:00
11/7/18 0:00,78.38,79.7,7.63,10.53,55.82,8.2,0,NaN,NaN,NaN,AN,11/7/18,0:00:00
11/7/18 1:00,78.22,79.77,6.16,10.1,50.96,10.66,0,NaN,NaN,NaN,AN,11/7/18,1:00:00
11/7/18 2:00,77.48,79.93,3.38,6.71,56.27,19.98,0,NaN,NaN,NaN,AN,11/7/18,2:00:00
11/7/18 3:00,75.23,80.2,1.17,3.43,228.2,38.65,0,NaN,NaN,NaN,AN,11/7/18,3:00:00
11/7/18 4:00,74.67,80.2,0.93,2.63,234.9,14.29,0,NaN,NaN,NaN,AN,11/7/18,4:00:00
11/7/18 5:00,76.81,80.1,3.91,7.46,99.3,15.62,0,NaN,NaN,NaN,AN,11/7/18,5:00:00
11/7/18 6:00,77.62,79.98,4.85,9.79,85.9,10.18,0,NaN,NaN,NaN,AN,11/7/18,6:00:00
11/7/18 7:00,75.67,79.94,1.48,3.31,247.7,55.18,0,NaN,NaN,NaN,AN,11/7/18,7:00:00
11/7/18 8:00,76.46,79.99,1.36,3.73,228.4,18.23,0,NaN,NaN,NaN,AN,11/7/18,8:00:00
11/7/18 9:00,78.76,80.1,3.71,8.72,58.97,16.87,0,NaN,NaN,NaN,AN,11/7/18,9:00:00
11/7/18 10:00,79.17,80.1,7.58,11.11,68.15,6.94,0,NaN,NaN,NaN,AN,11/7/18,10:00:00
11/7/18 11:00,79.47,80.1,7.59,10.38,70.03,11.04,0,NaN,NaN,NaN,AN,11/7/18,11:00:00
11/7/18 12:00,79.39,79.96,7.88,12.64,69.68,10.88,0,NaN,NaN,NaN,AN,11/7/18,12:00:00
11/7/18 13:00,79.43,80.1,7.79,10.93,67.75,10.44,0,NaN,NaN,NaN,AN,11/7/18,13:00:00
11/7/18 14:00,79.44,80.5,7.2,9.81,67.99,9.21,0,NaN,NaN,NaN,AN,11/7/18,14:00:00
11/7/18 15:00,79.6,80.7,5.98,9.89,76.31,14.57,0,NaN,NaN,NaN,AN,11/7/18,15:00:00
11/7/18 16:00,79.63,81.1,6.14,10.15,76.57,12.51,0,NaN,NaN,NaN,AN,11/7/18,16:00:00
